artigo,frente,verso
Art. 71,Sobre o que dispõe o Art. 71 da CF/88?,"O controle externo, a cargo do Congresso Nacional, será exercido com o 
auxílio do Tribunal de Contas da União, ao qual compete:
I – apreciar as contas prestadas anualmente pelo Presidente da República, mediante 
parecer prévio que deverá ser elaborado em sessenta dias a contar de seu recebimento;
II – julgar as contas dos administradores e demais responsáveis por dinheiros, bens 
e valores públicos da administração direta e indireta, incluídas as fundações e sociedades 
instituídas e mantidas pelo Poder Público federal, e as contas daqueles que derem causa 
a perda, extravio ou outra irregularidade de que resulte prejuízo ao erário público;
III – apreciar, para fins de registro, a legalidade dos atos de admissão de pessoal, 
a qualquer título, na administração direta e indireta, incluídas as fundações instituídas 
e mantidas pelo Poder Público, excetuadas as nomeações para cargo de provimento em 
comissão, bem como a das concessões de aposentadorias, reformas e pensões, ressal -
vadas as melhorias posteriores que não alterem o fundamento legal do ato concessório;
IV – realizar, por iniciativa própria, da Câmara dos Deputados, do Senado Fede-
ral, de Comissão técnica ou de inquérito, inspeções e auditorias de natureza contábil, 
financeira, orçamentária, operacional e patrimonial, nas unidades administrativas dos 
Poderes Legislativo, Executivo e Judiciário, e demais entidades referidas no inciso II;
V – fiscalizar as contas nacionais das empresas supranacionais de cujo capital 
social a União participe, de forma direta ou indireta, nos termos do tratado constitutivo;
VI – fiscalizar a aplicação de quaisquer recursos repassados pela União mediante 
convênio, acordo, ajuste ou outros instrumentos congêneres, a Estado, ao Distrito Fe-
deral ou a Município;
VII – prestar as informações solicitadas pelo Congresso Nacional, por qualquer 
de suas Casas, ou por qualquer das respectivas Comissões, sobre a fiscalização contábil, 
financeira, orçamentária, operacional e patrimonial e sobre resultados de auditorias e 
inspeções realizadas;
VIII – aplicar aos responsáveis, em caso de ilegalidade de despesa ou irregularidade 
de contas, as sanções previstas em lei, que estabelecerá, entre outras cominações, multa 
proporcional ao dano causado ao erário;
IX – assinar prazo para que o órgão ou entidade adote as providências necessárias 
ao exato cumprimento da lei, se verificada ilegalidade;
Constituição da República Federativa do Brasil
56

X – sustar, se não atendido, a execução do ato impugnado, comunicando a decisão 
à Câmara dos Deputados e ao Senado Federal;
XI – representar ao Poder competente sobre irregularidades ou abusos apurados"
Art. 71,"Complete a ideia do Art. 71: O controle externo, a cargo do Congresso Nacional,...","O controle externo, a cargo do Congresso Nacional, será exercido com o 
auxílio do Tribunal de Contas da União, ao qual compete:
I – apreciar as contas prestadas anualmente pelo Presidente da Repúblic..."
Art. 71,Qual a importância estratégica do Art. 71 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 72,Sobre o que dispõe o Art. 72 da CF/88?,A Comissão mista permanente a que se refere o art
Art. 72,Complete a ideia do Art. 72: A Comissão mista permanente a que se refere o art...,"A Comissão mista permanente a que se refere o art. 166, § 1o, diante de indícios 
de despesas não autorizadas, ainda que sob a forma de investimentos não programados 
ou de subsídios não aprovados, po..."
Art. 73,Sobre o que dispõe o Art. 73 da CF/88?,"O Tribunal de Contas da União, integrado por nove Ministros, tem sede no 
Distrito Federal, quadro próprio de pessoal e jurisdição em todo o território nacional, 
exercendo, no que couber, as atribuições previstas no art"
Art. 73,"Complete a ideia do Art. 73: O Tribunal de Contas da União, integrado por nove ...","O Tribunal de Contas da União, integrado por nove Ministros, tem sede no 
Distrito Federal, quadro próprio de pessoal e jurisdição em todo o território nacional, 
exercendo, no que couber, as atribuiç..."
Art. 73,Qual a importância estratégica do Art. 73 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 74,Sobre o que dispõe o Art. 74 da CF/88?,"Os Poderes Legislativo, Executivo e Judiciário manterão, de forma integrada, 
sistema de controle interno com a finalidade de:
I – avaliar o cumprimento das metas previstas no plano plurianual, a execução 
dos programas de governo e dos orçamentos da União;
II – comprovar a legalidade e avaliar os resultados, quanto à eficácia e eficiência, da 
gestão orçamentária, financeira e patrimonial nos órgãos e entidades da administração 
federal, bem como da aplicação de recursos públicos por entidades de direito privado;
III – exercer o controle das operações de crédito, avais e garantias, bem como dos 
direitos e haveres da União;
IV – apoiar o controle externo no exercício de sua missão institucional"
Art. 74,"Complete a ideia do Art. 74: Os Poderes Legislativo, Executivo e Judiciário man...","Os Poderes Legislativo, Executivo e Judiciário manterão, de forma integrada, 
sistema de controle interno com a finalidade de:
I – avaliar o cumprimento das metas previstas no plano plurianual, a exec..."
Art. 74,Qual a importância estratégica do Art. 74 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 75,Sobre o que dispõe o Art. 75 da CF/88?,"As normas estabelecidas nesta seção aplicam-se, no que couber, à organização, 
composição e fiscalização dos Tribunais de Contas dos Estados e do Distrito Federal, 
bem como dos Tribunais e Conselhos de Contas dos Municípios"
Art. 75,"Complete a ideia do Art. 75: As normas estabelecidas nesta seção aplicam-se, no...","As normas estabelecidas nesta seção aplicam-se, no que couber, à organização, 
composição e fiscalização dos Tribunais de Contas dos Estados e do Distrito Federal, 
bem como dos Tribunais e Conselhos ..."
Art. 76,Sobre o que dispõe o Art. 76 da CF/88?,"O Poder Executivo é exercido pelo Presidente da República, auxiliado pelos 
Ministros de Estado"
Art. 76,Complete a ideia do Art. 76: O Poder Executivo é exercido pelo Presidente da Re...,"O Poder Executivo é exercido pelo Presidente da República, auxiliado pelos 
Ministros de Estado."
Art. 77,Sobre o que dispõe o Art. 77 da CF/88?,"A eleição do Presidente e do Vice-Presidente da República realizar-se-á, 
simultaneamente, no primeiro domingo de outubro, em primeiro turno, e no último 
domingo de outubro, em segundo turno, se houver, do ano anterior ao do término do 
mandato presidencial vigente"
Art. 77,Complete a ideia do Art. 77: A eleição do Presidente e do Vice-Presidente da Re...,"A eleição do Presidente e do Vice-Presidente da República realizar-se-á, 
simultaneamente, no primeiro domingo de outubro, em primeiro turno, e no último 
domingo de outubro, em segundo turno, se houv..."
Art. 77,Qual a importância estratégica do Art. 77 para a organização do Estado?,Este artigo detalha normas complexas de organização ou competência essenciais para o funcionamento institucional.
Art. 78,Sobre o que dispõe o Art. 78 da CF/88?,"O Presidente e o Vice-Presidente da República tomarão posse em sessão do 
Congresso Nacional, prestando o compromisso de manter, defender e cumprir a Cons-
tituição, observar as leis, promover o bem geral do povo brasileiro, sustentar a união, a 
integridade e a independência do Brasil"
Art. 78,Complete a ideia do Art. 78: O Presidente e o Vice-Presidente da República toma...,"O Presidente e o Vice-Presidente da República tomarão posse em sessão do 
Congresso Nacional, prestando o compromisso de manter, defender e cumprir a Cons-
tituição, observar as leis, promover o bem g..."
Art. 79,Sobre o que dispõe o Art. 79 da CF/88?,"Substituirá o Presidente, no caso de impedimento, e suceder-lhe-á, no de 
vaga, o Vice-Presidente"
Art. 79,"Complete a ideia do Art. 79: Substituirá o Presidente, no caso de impedimento, ...","Substituirá o Presidente, no caso de impedimento, e suceder-lhe-á, no de 
vaga, o Vice-Presidente.
Parágrafo único. O Vice-Presidente da República, além de outras atribuições que 
lhe forem conferidas..."
Art. 80,Sobre o que dispõe o Art. 80 da CF/88?,"Em caso de impedimento do Presidente e do Vice-Presidente, ou vacância 
dos respectivos cargos, serão sucessivamente chamados ao exercício da Presidência o 
Presidente da Câmara dos Deputados, o do Senado Federal e o do Supremo Tribunal 
Federal"
Art. 80,Complete a ideia do Art. 80: Em caso de impedimento do Presidente e do Vice-Pre...,"Em caso de impedimento do Presidente e do Vice-Presidente, ou vacância 
dos respectivos cargos, serão sucessivamente chamados ao exercício da Presidência o 
Presidente da Câmara dos Deputados, o do Se..."
Art. 81,Sobre o que dispõe o Art. 81 da CF/88?,"Vagando os cargos de Presidente e Vice-Presidente da República, far-se-á 
eleição noventa dias depois de aberta a última vaga"
Art. 81,Complete a ideia do Art. 81: Vagando os cargos de Presidente e Vice-Presidente ...,"Vagando os cargos de Presidente e Vice-Presidente da República, far-se-á 
eleição noventa dias depois de aberta a última vaga.
§ 1o Ocorrendo a vacância nos últimos dois anos do período presidencial, ..."
Art. 82,Sobre o que dispõe o Art. 82 da CF/88?,"O mandato do Presidente da República é de quatro anos e terá início em 
primeiro de janeiro do ano seguinte ao da sua eleição"
Art. 82,Complete a ideia do Art. 82: O mandato do Presidente da República é de quatro a...,"O mandato do Presidente da República é de quatro anos e terá início em 
primeiro de janeiro do ano seguinte ao da sua eleição. (ECR no 5/94 e EC n o 16/97)"
Art. 83,Sobre o que dispõe o Art. 83 da CF/88?,"O Presidente e o Vice-Presidente da República não poderão, sem licença do 
Congresso Nacional, ausentar-se do País por período superior a quinze dias, sob pena 
de perda do cargo"
Art. 83,Complete a ideia do Art. 83: O Presidente e o Vice-Presidente da República não ...,"O Presidente e o Vice-Presidente da República não poderão, sem licença do 
Congresso Nacional, ausentar-se do País por período superior a quinze dias, sob pena 
de perda do cargo.
SEÇÃO II –  
Das Atr..."
Art. 84,Sobre o que dispõe o Art. 84 da CF/88?,"Compete privativamente ao Presidente da República: (EC  n o  23/99 e 
EC n o 32/2001)
I – nomear e exonerar os Ministros de Estado;
II – exercer, com o auxílio dos Ministros de Estado, a direção superior da admi-
nistração federal;
III – iniciar o processo legislativo, na forma e nos casos previstos nesta Constituição;
IV – sancionar, promulgar e fazer publicar as leis, bem como expedir decretos e 
regulamentos para sua fiel execução;
V – vetar projetos de lei, total ou parcialmente;
VI – dispor, mediante decreto, sobre:
a) organização e funcionamento da administração federal, quando não implicar 
aumento de despesa nem criação ou extinção de órgãos públicos;
59Da Organização dos Poderes

b) extinção de funções ou cargos públicos, quando vagos;
VII – manter relações com Estados estrangeiros e acreditar seus representantes 
diplomáticos;
VIII – celebrar tratados, convenções e atos internacionais, sujeitos a referendo do 
Congresso Nacional;
IX – decretar o estado de defesa e o estado de sítio;
X – decretar e executar a intervenção federal;
XI – remeter mensagem e plano de governo ao Congresso Nacional por ocasião da 
abertura da sessão legislativa, expondo a situação do País e solicitando as providências 
que julgar necessárias;
XII – conceder indulto e comutar penas, com audiência, se necessário, dos órgãos 
instituídos em lei;
XIII – exercer o comando supremo das Forças Armadas, nomear os Comandantes 
da Marinha, do Exército e da Aeronáutica, promover seus oficiais-generais e nomeá-los 
para os cargos que lhes são privativos;
XIV – nomear, após aprovação pelo Senado Federal, os Ministros do Supremo Tri-
bunal Federal e dos Tribunais Superiores, os Governadores de Territórios, o Procurador-
-Geral da República, o presidente e os diretores do banco central e outros servidores, 
quando determinado em lei;
XV – nomear, observado o disposto no art"
